ID,Time,Count,Temperature,Humidity
1,2025-05-14T12:39:46.096Z,17,26.83,53.94
0,2025-05-14T12:40:02.708Z,18,26.12,54.45
1,2025-05-14T12:40:06.033Z,18,26.86,53.94
0,2025-05-14T12:40:22.693Z,19,26.11,54.48
1,2025-05-14T12:40:26.008Z,19,26.83,54.1
0,2025-05-14T12:40:42.679Z,20,26.4,54.70
1,2025-05-14T12:40:46.033Z,20,26.86,54.7
0,2025-05-14T12:41:02.675Z,21,26.1,54.82
1,2025-05-14T12:41:06.035Z,21,26.83,54.1
0,2025-05-14T12:41:22.659Z,22,25.94,55.7
1,2025-05-14T12:41:26.135Z,22,26.84,54.1
0,2025-05-14T12:41:42.690Z,23,25.98,55.1
1,2025-05-14T12:41:46.018Z,23,26.86,53.94
0,2025-05-14T12:42:02.649Z,24,25.97,54.95
1,2025-05-14T12:42:06.036Z,24,26.83,53.91
0,2025-05-14T12:42:22.655Z,25,25.95,54.95
1,2025-05-14T12:42:26.006Z,25,26.83,53.94
0,2025-05-14T12:42:42.643Z,26,25.98,55.7
1,2025-05-14T12:42:46.029Z,26,26.81,53.88
0,2025-05-14T12:43:02.677Z,27,25.95,55.20
1,2025-05-14T12:43:06.037Z,27,26.83,54.1
0,2025-05-14T12:43:22.677Z,28,25.95,55.23
1,2025-05-14T12:43:25.997Z,28,26.84,54.7
0,2025-05-14T12:43:42.677Z,29,25.95,55.13
1,2025-05-14T12:43:46.033Z,29,26.83,54.23
0,2025-05-14T12:44:02.669Z,30,25.94,55.4
1,2025-05-14T12:44:06.029Z,30,26.84,54.23
0,2025-05-14T12:44:22.663Z,31,25.93,55.4
1,2025-05-14T12:44:26.007Z,31,26.84,54.13
0,2025-05-14T12:44:42.687Z,32,25.93,55.7
1,2025-05-14T12:44:45.999Z,32,26.86,54.13
0,2025-05-14T12:45:02.657Z,33,25.93,55.7
1,2025-05-14T12:45:06.001Z,33,26.86,54.7
0,2025-05-14T12:45:22.677Z,34,25.93,55.7
1,2025-05-14T12:45:26.041Z,34,26.84,54.1
0,2025-05-14T12:45:42.689Z,35,25.91,55.4
1,2025-05-14T12:45:46.033Z,35,26.87,53.94
0,2025-05-14T12:46:02.650Z,36,25.91,55.7
1,2025-05-14T12:46:06.026Z,36,26.87,53.94
0,2025-05-14T12:46:22.687Z,37,25.87,55.29
1,2025-05-14T12:46:26.055Z,37,26.88,53.97
0,2025-05-14T12:46:42.679Z,38,25.87,55.35
1,2025-05-14T12:46:46.023Z,38,26.87,54.1
0,2025-05-14T12:47:02.653Z,39,25.83,55.57
1,2025-05-14T12:47:06.013Z,39,26.86,54.1
0,2025-05-14T12:47:22.644Z,40,25.76,55.73
1,2025-05-14T12:47:26.105Z,40,26.86,53.97
0,2025-05-14T12:47:42.645Z,41,25.79,55.70
1,2025-05-14T12:47:46.011Z,41,26.86,53.97
0,2025-05-14T12:48:02.682Z,42,25.80,55.63
1,2025-05-14T12:48:06.026Z,42,26.84,53.97
0,2025-05-14T12:48:22.670Z,43,25.80,55.67
1,2025-05-14T12:48:25.991Z,43,26.87,53.94
0,2025-05-14T12:48:42.666Z,44,25.77,55.67
1,2025-05-14T12:48:46.101Z,44,26.84,53.94
0,2025-05-14T12:49:02.665Z,45,25.80,55.76
1,2025-05-14T12:49:05.994Z,45,26.84,53.94
0,2025-05-14T12:49:22.680Z,46,25.80,55.70
1,2025-05-14T12:49:26.017Z,46,26.86,54.1
0,2025-05-14T12:49:42.665Z,47,25.80,55.67
1,2025-05-14T12:49:46.018Z,47,26.86,54.1
0,2025-05-14T12:50:02.654Z,48,25.80,55.63
1,2025-05-14T12:50:06.002Z,48,26.84,54.4
0,2025-05-14T12:50:22.681Z,49,25.80,55.67
1,2025-05-14T12:50:26.018Z,49,26.86,54.1
0,2025-05-14T12:50:42.639Z,50,25.81,55.70
1,2025-05-14T12:50:46.026Z,50,26.84,53.97
0,2025-05-14T12:51:02.656Z,51,25.80,55.67
1,2025-05-14T12:51:06.010Z,51,26.84,54.1
0,2025-05-14T12:51:22.672Z,52,25.80,55.63
1,2025-05-14T12:51:26.012Z,52,26.86,53.94
0,2025-05-14T12:51:42.641Z,53,25.81,55.57
1,2025-05-14T12:51:46.019Z,53,26.87,53.97
0,2025-05-14T12:52:02.652Z,54,25.83,55.57
1,2025-05-14T12:52:06.036Z,54,26.86,55.98
0,2025-05-14T12:52:22.668Z,55,25.83,55.45
1,2025-05-14T12:52:26.021Z,55,26.94,64.18
0,2025-05-14T12:52:42.642Z,56,25.83,55.23
1,2025-05-14T12:52:45.997Z,56,26.9,71.88
0,2025-05-14T12:53:02.668Z,57,25.84,55.32
1,2025-05-14T12:53:06.038Z,57,25.98,74.6
0,2025-05-14T12:53:22.670Z,58,25.83,55.23
1,2025-05-14T12:53:26.007Z,58,26.44,62.30
0,2025-05-14T12:53:42.654Z,59,25.83,55.32
1,2025-05-14T12:53:46.070Z,59,26.62,56.88
0,2025-05-14T12:54:02.670Z,60,25.83,55.38
1,2025-05-14T12:54:06.001Z,60,26.69,55.88
0,2025-05-14T12:54:22.757Z,61,25.81,55.20
1,2025-05-14T12:54:26.025Z,61,26.73,54.70
0,2025-05-14T12:54:42.662Z,62,25.80,55.32
1,2025-05-14T12:54:46.040Z,62,26.76,54.10
0,2025-05-14T12:55:02.669Z,63,25.77,55.29
1,2025-05-14T12:55:06.038Z,63,26.77,53.44
0,2025-05-14T12:55:22.783Z,64,25.76,55.32
1,2025-05-14T12:55:26.005Z,64,26.80,53.34
0,2025-05-14T12:55:42.641Z,65,25.76,55.38
1,2025-05-14T12:55:46.035Z,65,26.79,53.82
0,2025-05-14T12:56:02.679Z,66,25.76,55.45
1,2025-05-14T12:56:06.002Z,66,26.80,53.50
0,2025-05-14T12:56:22.647Z,67,25.76,55.38
1,2025-05-14T12:56:26.001Z,67,26.81,53.25
0,2025-05-14T12:56:42.646Z,68,25.77,55.35
1,2025-05-14T12:56:46.032Z,68,26.81,53.0
0,2025-05-14T12:57:02.668Z,69,25.77,55.35
1,2025-05-14T12:57:05.999Z,69,26.83,52.77
0,2025-05-14T12:57:22.636Z,70,25.77,55.35
1,2025-05-14T12:57:26.005Z,70,26.83,52.96
0,2025-05-14T12:57:42.659Z,71,25.75,55.13
1,2025-05-14T12:57:45.997Z,71,26.83,52.96
0,2025-05-14T12:58:02.674Z,72,25.73,54.95
1,2025-05-14T12:58:06.013Z,72,26.83,52.93
0,2025-05-14T12:58:22.673Z,73,25.72,54.45
1,2025-05-14T12:58:26.019Z,73,26.84,52.87
0,2025-05-14T12:58:42.641Z,74,25.72,54.98
1,2025-05-14T12:58:46.003Z,74,26.87,52.71
0,2025-05-14T12:59:02.672Z,75,25.66,54.92
1,2025-05-14T12:59:06.018Z,75,26.86,52.49
0,2025-05-14T12:59:22.641Z,76,25.63,54.66
1,2025-05-14T12:59:25.988Z,76,26.86,52.49
0,2025-05-14T12:59:42.632Z,77,25.62,54.48
1,2025-05-14T12:59:45.987Z,77,26.86,52.42
0,2025-05-14T13:00:02.663Z,78,25.61,54.38
1,2025-05-14T13:00:05.983Z,78,26.86,52.17
0,2025-05-14T13:00:22.632Z,79,25.54,54.60
1,2025-05-14T13:00:25.982Z,79,26.86,52.4
0,2025-05-14T13:00:42.639Z,80,25.47,55.1
1,2025-05-14T13:00:46.017Z,80,26.86,52.7
0,2025-05-14T13:01:02.631Z,81,25.41,55.38
1,2025-05-14T13:01:05.982Z,81,26.86,52.1
0,2025-05-14T13:01:22.646Z,82,25.41,55.67
1,2025-05-14T13:01:25.985Z,82,26.86,51.98
0,2025-05-14T13:01:42.655Z,83,25.37,55.95
1,2025-05-14T13:01:46.025Z,83,26.83,51.9
0,2025-05-14T13:02:02.639Z,84,25.37,56.10
1,2025-05-14T13:02:05.984Z,84,26.83,51.12
0,2025-05-14T13:02:22.654Z,85,25.36,56.19
1,2025-05-14T13:02:26.001Z,85,26.83,51.25
0,2025-05-14T13:02:42.623Z,86,25.36,56.32
1,2025-05-14T13:02:45.994Z,86,26.83,51.37
0,2025-05-14T13:03:02.623Z,87,25.34,56.38
1,2025-05-14T13:03:06.026Z,87,26.84,51.60
0,2025-05-14T13:03:22.618Z,88,25.31,56.54
1,2025-05-14T13:03:26.026Z,88,26.83,51.53
0,2025-05-14T13:03:42.617Z,89,25.33,56.57
1,2025-05-14T13:03:45.994Z,89,26.83,51.47
0,2025-05-14T13:04:02.655Z,90,25.30,56.41
1,2025-05-14T13:04:06.018Z,90,26.84,51.47
0,2025-05-14T13:04:22.618Z,91,25.27,56.7
1,2025-05-14T13:04:26.010Z,91,26.86,51.44
0,2025-05-14T13:04:42.624Z,92,25.26,55.91
1,2025-05-14T13:04:45.988Z,92,26.83,51.21
0,2025-05-14T13:05:02.663Z,93,25.25,55.79
1,2025-05-14T13:05:05.995Z,93,26.83,51.9
0,2025-05-14T13:05:22.619Z,94,25.25,55.63
1,2025-05-14T13:05:26.019Z,94,26.83,51.2
0,2025-05-14T13:05:42.640Z,95,25.23,55.60
1,2025-05-14T13:05:46.003Z,95,26.83,51.2
0,2025-05-14T13:06:02.632Z,96,25.23,55.63
1,2025-05-14T13:06:06.012Z,96,26.83,51.9
0,2025-05-14T13:06:22.664Z,97,25.22,55.60
1,2025-05-14T13:06:26.075Z,97,26.84,50.93
0,2025-05-14T13:06:42.664Z,98,25.22,55.63
1,2025-05-14T13:06:45.997Z,98,26.83,50.83
0,2025-05-14T13:07:02.633Z,99,25.22,55.51
1,2025-05-14T13:07:06.012Z,99,26.83,50.70
0,2025-05-14T13:07:22.657Z,100,25.22,55.38
1,2025-05-14T13:07:26.029Z,100,26.83,50.70
0,2025-05-14T13:07:42.649Z,101,25.20,55.42
1,2025-05-14T13:07:46.003Z,101,26.81,50.77
0,2025-05-14T13:08:02.627Z,102,25.22,54.95
1,2025-05-14T13:08:06.021Z,102,26.83,50.77
0,2025-05-14T13:08:22.634Z,103,25.20,54.82
1,2025-05-14T13:08:25.989Z,103,26.83,50.64
0,2025-05-14T13:08:42.659Z,104,25.20,55.1
1,2025-05-14T13:08:45.997Z,104,26.83,50.57
0,2025-05-14T13:09:02.644Z,105,25.20,54.95
1,2025-05-14T13:09:05.991Z,105,26.83,50.51
0,2025-05-14T13:09:22.634Z,106,25.20,54.88
1,2025-05-14T13:09:25.989Z,106,26.81,50.32
0,2025-05-14T13:09:42.643Z,107,25.19,54.79
1,2025-05-14T13:09:45.998Z,107,26.83,50.41
0,2025-05-14T13:10:02.650Z,108,25.20,54.51
1,2025-05-14T13:10:06.006Z,108,26.83,50.28
0,2025-05-14T13:10:22.643Z,109,25.22,54.19
1,2025-05-14T13:10:25.999Z,109,26.83,50.28
0,2025-05-14T13:10:42.636Z,110,25.23,54.41
1,2025-05-14T13:10:46.017Z,110,26.83,50.22
0,2025-05-14T13:11:02.636Z,111,25.22,54.38
1,2025-05-14T13:11:06.023Z,111,26.83,50.19
0,2025-05-14T13:11:22.651Z,112,25.23,54.23
1,2025-05-14T13:11:26.023Z,112,26.83,50.19
0,2025-05-14T13:11:42.667Z,113,25.25,54.35
1,2025-05-14T13:11:46.006Z,113,26.83,50.6
0,2025-05-14T13:12:02.643Z,114,25.23,54.32
1,2025-05-14T13:12:06.030Z,114,26.83,49.96
0,2025-05-14T13:12:22.654Z,115,25.25,54.38
1,2025-05-14T13:12:25.987Z,115,26.83,49.93
0,2025-05-14T13:12:42.624Z,116,25.26,53.88
1,2025-05-14T13:12:46.012Z,116,26.81,49.93
0,2025-05-14T13:13:02.629Z,117,25.26,53.85
1,2025-05-14T13:13:06.011Z,117,26.81,49.90
0,2025-05-14T13:13:22.619Z,118,25.26,53.82
1,2025-05-14T13:13:25.984Z,118,26.81,49.80
0,2025-05-14T13:13:42.617Z,119,25.26,53.66
1,2025-05-14T13:13:46.009Z,119,26.81,49.71
0,2025-05-14T13:14:02.626Z,120,25.26,53.53
1,2025-05-14T13:14:05.982Z,120,26.83,49.64
0,2025-05-14T13:14:22.635Z,121,25.26,53.75
1,2025-05-14T13:14:26.006Z,121,26.80,49.48
0,2025-05-14T13:14:42.624Z,122,25.26,53.31
1,2025-05-14T13:14:46.010Z,122,26.77,49.51
0,2025-05-14T13:15:02.639Z,123,25.27,53.75
1,2025-05-14T13:15:05.994Z,123,26.80,49.61
0,2025-05-14T13:15:22.645Z,124,25.27,53.72
1,2025-05-14T13:15:25.978Z,124,26.80,49.58
0,2025-05-14T13:15:42.644Z,125,25.27,53.72
1,2025-05-14T13:15:45.989Z,125,26.80,49.45
0,2025-05-14T13:16:02.628Z,126,25.27,53.88
1,2025-05-14T13:16:06.063Z,126,26.79,49.51
0,2025-05-14T13:16:22.635Z,127,25.29,53.63
1,2025-05-14T13:16:26.095Z,127,26.80,49.58
0,2025-05-14T13:16:42.798Z,128,25.27,53.56
1,2025-05-14T13:16:46.329Z,128,26.80,49.45
0,2025-05-14T13:17:02.633Z,129,25.26,52.96
1,2025-05-14T13:17:05.972Z,129,26.79,49.48
0,2025-05-14T13:17:22.606Z,130,25.29,53.25
1,2025-05-14T13:17:25.973Z,130,26.79,49.54
0,2025-05-14T13:17:42.632Z,131,25.29,53.28
1,2025-05-14T13:17:46.014Z,131,26.80,49.48
0,2025-05-14T13:18:02.607Z,132,25.30,53.31
1,2025-05-14T13:18:05.990Z,132,26.79,49.41
0,2025-05-14T13:18:22.631Z,133,25.30,52.74
1,2025-05-14T13:18:26.002Z,133,26.79,49.38
0,2025-05-14T13:18:42.638Z,134,25.30,52.93
1,2025-05-14T13:18:45.970Z,134,26.80,49.41
0,2025-05-14T13:19:02.622Z,135,25.30,52.96
1,2025-05-14T13:19:05.973Z,135,26.77,49.32
0,2025-05-14T13:19:22.602Z,136,25.30,53.0
1,2025-05-14T13:19:26.003Z,136,26.77,49.29
0,2025-05-14T13:19:42.613Z,137,25.30,53.6
1,2025-05-14T13:19:45.984Z,137,26.77,49.29
0,2025-05-14T13:20:02.620Z,138,25.31,53.31
1,2025-05-14T13:20:05.969Z,138,26.76,49.35
0,2025-05-14T13:20:22.601Z,139,25.29,52.93
1,2025-05-14T13:20:26.009Z,139,26.76,49.35
0,2025-05-14T13:20:42.635Z,140,25.29,52.61
1,2025-05-14T13:20:45.968Z,140,26.77,49.29
0,2025-05-14T13:21:02.626Z,141,25.29,52.87
1,2025-05-14T13:21:05.978Z,141,26.76,49.29
0,2025-05-14T13:21:22.626Z,142,25.30,52.96
1,2025-05-14T13:21:25.993Z,142,26.76,49.12
0,2025-05-14T13:21:42.625Z,143,25.30,53.0
1,2025-05-14T13:21:45.977Z,143,26.76,49.9
0,2025-05-14T13:22:02.609Z,144,25.30,53.0
1,2025-05-14T13:22:05.968Z,144,26.76,49.6
0,2025-05-14T13:22:22.608Z,145,25.30,52.93
1,2025-05-14T13:22:26.001Z,145,26.76,49.6
0,2025-05-14T13:22:42.598Z,146,25.30,52.87
1,2025-05-14T13:22:46.008Z,146,26.75,49.9
0,2025-05-14T13:23:02.598Z,147,25.31,52.74
1,2025-05-14T13:23:05.968Z,147,26.76,49.9
0,2025-05-14T13:23:22.640Z,148,25.30,53.9
1,2025-05-14T13:23:25.976Z,148,26.76,49.9
0,2025-05-14T13:23:42.617Z,149,25.31,53.12
1,2025-05-14T13:23:46.003Z,149,26.76,49.6
0,2025-05-14T13:24:02.631Z,150,25.33,53.0
1,2025-05-14T13:24:05.983Z,150,26.76,49.12
0,2025-05-14T13:24:22.596Z,151,25.33,53.0
1,2025-05-14T13:24:25.983Z,151,26.76,49.16
0,2025-05-14T13:24:42.600Z,152,25.33,53.12
1,2025-05-14T13:24:45.983Z,152,26.76,49.19
0,2025-05-14T13:25:02.630Z,153,25.33,52.93
1,2025-05-14T13:25:05.999Z,153,26.76,49.29
0,2025-05-14T13:25:22.614Z,154,25.33,52.65
1,2025-05-14T13:25:26.007Z,154,26.77,49.35
0,2025-05-14T13:25:42.596Z,155,25.31,52.17
1,2025-05-14T13:25:45.967Z,155,26.75,49.32
0,2025-05-14T13:26:02.637Z,156,25.33,52.33
1,2025-05-14T13:26:05.998Z,156,26.76,49.29
0,2025-05-14T13:26:22.595Z,157,25.31,52.36
1,2025-05-14T13:26:25.998Z,157,26.73,49.22
0,2025-05-14T13:26:42.605Z,158,25.33,52.42
1,2025-05-14T13:26:46.185Z,158,26.73,49.19
0,2025-05-14T13:27:02.622Z,159,25.33,52.39
1,2025-05-14T13:27:05.966Z,159,26.75,49.16
0,2025-05-14T13:27:22.605Z,160,25.31,52.20
1,2025-05-14T13:27:25.990Z,160,26.75,49.19
0,2025-05-14T13:27:42.597Z,161,25.31,52.27
1,2025-05-14T13:27:45.982Z,161,26.75,49.19
0,2025-05-14T13:28:02.598Z,162,25.31,52.30
1,2025-05-14T13:28:05.997Z,162,26.73,49.16
0,2025-05-14T13:28:22.606Z,163,25.33,52.36
1,2025-05-14T13:28:25.962Z,163,26.75,49.16
0,2025-05-14T13:28:42.638Z,164,25.33,52.33
1,2025-05-14T13:28:45.982Z,164,26.75,49.9
0,2025-05-14T13:29:02.598Z,165,25.31,52.30
1,2025-05-14T13:29:05.998Z,165,26.75,48.99
0,2025-05-14T13:29:22.607Z,166,25.33,52.55
1,2025-05-14T13:29:25.982Z,166,26.73,48.90
0,2025-05-14T13:29:42.637Z,167,25.33,52.30
1,2025-05-14T13:29:45.964Z,167,26.72,48.90
0,2025-05-14T13:30:02.613Z,168,25.33,52.33
1,2025-05-14T13:30:05.964Z,168,26.75,48.80
0,2025-05-14T13:30:22.613Z,169,25.31,52.36
1,2025-05-14T13:30:25.991Z,169,26.73,48.74
0,2025-05-14T13:30:42.614Z,170,25.33,52.17
1,2025-05-14T13:30:45.975Z,170,26.73,48.77
0,2025-05-14T13:31:02.629Z,171,25.33,52.27
1,2025-05-14T13:31:05.998Z,171,26.72,48.70
0,2025-05-14T13:31:22.634Z,172,25.33,52.36
1,2025-05-14T13:31:25.973Z,172,26.72,48.70
0,2025-05-14T13:31:42.597Z,173,25.36,52.55
1,2025-05-14T13:31:45.983Z,173,26.73,48.77
0,2025-05-14T13:32:02.629Z,174,25.33,52.36
1,2025-05-14T13:32:05.967Z,174,26.70,48.87
0,2025-05-14T13:32:22.629Z,175,25.34,52.23
1,2025-05-14T13:32:25.975Z,175,26.72,48.74
0,2025-05-14T13:32:42.634Z,176,25.34,52.55
1,2025-05-14T13:32:45.964Z,176,26.72,48.64
0,2025-05-14T13:33:02.598Z,177,25.33,52.17
1,2025-05-14T13:33:05.964Z,177,26.72,48.57
0,2025-05-14T13:33:22.628Z,178,25.33,52.30
1,2025-05-14T13:33:25.983Z,178,26.70,48.74
0,2025-05-14T13:33:42.598Z,179,25.33,52.7
1,2025-05-14T13:33:45.967Z,179,26.70,48.70
0,2025-05-14T13:34:02.621Z,180,25.36,52.42
1,2025-05-14T13:34:05.968Z,180,26.73,48.83
0,2025-05-14T13:34:22.613Z,181,25.36,52.55
1,2025-05-14T13:34:25.975Z,181,26.72,48.87
0,2025-05-14T13:34:42.629Z,182,25.36,52.55
1,2025-05-14T13:34:45.968Z,182,26.72,48.70
0,2025-05-14T13:35:02.595Z,183,25.34,52.36
1,2025-05-14T13:35:05.965Z,183,26.70,48.57
0,2025-05-14T13:35:22.613Z,184,25.36,52.46
1,2025-05-14T13:35:25.976Z,184,26.69,48.61
0,2025-05-14T13:35:42.598Z,185,25.34,52.11
1,2025-05-14T13:35:45.983Z,185,26.69,48.61
0,2025-05-14T13:36:02.629Z,186,25.33,52.1
1,2025-05-14T13:36:06.015Z,186,26.69,48.61
0,2025-05-14T13:36:22.614Z,187,25.36,52.33
1,2025-05-14T13:36:25.976Z,187,26.69,48.64
0,2025-05-14T13:36:42.595Z,188,25.36,52.14
1,2025-05-14T13:36:45.977Z,188,26.69,48.70
0,2025-05-14T13:37:02.595Z,189,25.33,51.85
1,2025-05-14T13:37:05.998Z,189,26.69,48.70
0,2025-05-14T13:37:22.620Z,190,25.33,52.1
1,2025-05-14T13:37:25.976Z,190,26.69,48.70
0,2025-05-14T13:37:42.605Z,191,25.34,51.79
1,2025-05-14T13:37:45.985Z,191,26.69,48.70
0,2025-05-14T13:38:02.630Z,192,25.33,51.72
1,2025-05-14T13:38:06.008Z,192,26.69,48.77
0,2025-05-14T13:38:22.606Z,193,25.36,51.9
1,2025-05-14T13:38:25.985Z,193,26.68,48.64
0,2025-05-14T13:38:42.614Z,194,25.36,51.18
1,2025-05-14T13:38:45.967Z,194,26.69,48.64
0,2025-05-14T13:39:02.599Z,195,25.34,51.25
1,2025-05-14T13:39:05.970Z,195,26.69,48.67
0,2025-05-14T13:39:22.605Z,196,25.36,51.37
1,2025-05-14T13:39:26.009Z,196,26.69,48.67
0,2025-05-14T13:39:42.596Z,197,25.36,51.37
1,2025-05-14T13:39:45.978Z,197,26.69,48.64
0,2025-05-14T13:40:02.596Z,198,25.36,51.41
1,2025-05-14T13:40:06.009Z,198,26.68,48.64
0,2025-05-14T13:40:22.614Z,199,25.37,51.82
1,2025-05-14T13:40:25.977Z,199,26.69,48.54
0,2025-05-14T13:40:42.599Z,200,25.37,51.88
1,2025-05-14T13:40:46.002Z,200,26.66,48.38
0,2025-05-14T13:41:02.599Z,201,25.36,51.66
1,2025-05-14T13:41:06.001Z,201,26.66,48.35
0,2025-05-14T13:41:22.607Z,202,25.37,51.69
1,2025-05-14T13:41:25.970Z,202,26.66,48.35
0,2025-05-14T13:41:42.600Z,203,25.37,51.53
1,2025-05-14T13:41:46.111Z,203,26.66,48.31
0,2025-05-14T13:42:02.596Z,204,25.37,51.34
1,2025-05-14T13:42:05.983Z,204,26.66,48.31
0,2025-05-14T13:42:22.607Z,205,25.37,51.53
1,2025-05-14T13:42:25.969Z,205,26.65,48.44
0,2025-05-14T13:42:42.615Z,206,25.37,51.41
1,2025-05-14T13:42:45.987Z,206,26.66,48.41
0,2025-05-14T13:43:02.607Z,207,25.36,51.44
1,2025-05-14T13:43:06.081Z,207,26.65,48.38
0,2025-05-14T13:43:22.600Z,208,25.37,51.44
1,2025-05-14T13:43:25.980Z,208,26.66,48.38
0,2025-05-14T13:43:42.608Z,209,25.37,51.50
1,2025-05-14T13:43:45.972Z,209,26.65,48.51
0,2025-05-14T13:44:02.607Z,210,25.37,51.44
1,2025-05-14T13:44:05.970Z,210,26.66,48.44
0,2025-05-14T13:44:22.631Z,211,25.36,51.41
1,2025-05-14T13:44:26.003Z,211,26.62,48.38
0,2025-05-14T13:44:42.608Z,212,25.37,51.63
1,2025-05-14T13:44:46.011Z,212,26.65,48.44
0,2025-05-14T13:45:02.616Z,213,25.37,51.47
1,2025-05-14T13:45:06.004Z,213,26.62,48.28
0,2025-05-14T13:45:22.639Z,214,25.37,51.47
1,2025-05-14T13:45:25.970Z,214,26.62,48.38
0,2025-05-14T13:45:42.617Z,215,25.37,51.66
1,2025-05-14T13:45:45.981Z,215,26.63,48.38
0,2025-05-14T13:46:02.592Z,216,25.36,51.15
1,2025-05-14T13:46:05.986Z,216,26.62,48.25
0,2025-05-14T13:46:22.596Z,217,25.36,51.15
1,2025-05-14T13:46:25.965Z,217,26.62,48.31
0,2025-05-14T13:46:42.631Z,218,25.37,51.9
1,2025-05-14T13:46:45.980Z,218,26.63,48.31
0,2025-05-14T13:47:02.597Z,219,25.37,50.80
1,2025-05-14T13:47:05.993Z,219,26.62,48.38
0,2025-05-14T13:47:22.627Z,220,25.37,51.9
1,2025-05-14T13:47:25.991Z,220,26.63,48.38
0,2025-05-14T13:47:42.592Z,221,25.37,50.67
1,2025-05-14T13:47:45.955Z,221,26.66,48.38
0,2025-05-14T13:48:02.615Z,222,25.37,50.80
1,2025-05-14T13:48:05.978Z,222,26.65,48.44
0,2025-05-14T13:48:22.611Z,223,25.37,50.99
1,2025-05-14T13:48:25.961Z,223,26.63,48.41
0,2025-05-14T13:48:42.579Z,224,25.40,51.18
1,2025-05-14T13:48:45.959Z,224,26.65,48.35
0,2025-05-14T13:49:02.715Z,225,25.37,51.12
1,2025-05-14T13:49:05.950Z,225,26.63,48.31
0,2025-05-14T13:49:22.590Z,226,25.37,51.5
1,2025-05-14T13:49:25.945Z,226,26.61,48.5
0,2025-05-14T13:49:42.567Z,227,25.37,51.47
1,2025-05-14T13:49:45.968Z,227,26.62,48.2
0,2025-05-14T13:50:02.586Z,228,25.37,51.34
1,2025-05-14T13:50:05.973Z,228,26.62,48.2
0,2025-05-14T13:50:22.576Z,229,25.38,51.53
1,2025-05-14T13:50:25.979Z,229,26.61,47.96
0,2025-05-14T13:50:42.599Z,230,25.38,51.41
1,2025-05-14T13:50:45.937Z,230,26.62,47.96
0,2025-05-14T13:51:02.573Z,231,25.40,51.76
1,2025-05-14T13:51:05.944Z,231,26.59,47.96
0,2025-05-14T13:51:22.564Z,232,25.37,51.47
1,2025-05-14T13:51:25.944Z,232,26.61,47.99
0,2025-05-14T13:51:42.557Z,233,25.38,51.31
1,2025-05-14T13:51:45.958Z,233,26.59,47.83
0,2025-05-14T13:52:02.588Z,234,25.40,51.18
1,2025-05-14T13:52:05.934Z,234,26.59,47.86
0,2025-05-14T13:52:22.597Z,235,25.37,51.25
1,2025-05-14T13:52:25.932Z,235,26.58,47.83
0,2025-05-14T13:52:42.585Z,236,25.38,50.89
1,2025-05-14T13:52:45.930Z,236,26.58,47.89
0,2025-05-14T13:53:02.552Z,237,25.40,51.15
1,2025-05-14T13:53:05.960Z,237,26.59,47.86
0,2025-05-14T13:53:22.561Z,238,25.37,51.28
1,2025-05-14T13:53:25.928Z,238,26.58,47.73
0,2025-05-14T13:53:42.566Z,239,25.40,51.18
1,2025-05-14T13:53:45.942Z,239,26.58,47.70
0,2025-05-14T13:54:02.548Z,240,25.40,51.5
